id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~168535,High-voltage Protection Equipment,"electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxe",NULL,Aparelhos para protecção de circuitos eléctricos> volts 1k,"aparelhos eléctricos para ligação ou protecção de circuitos eléctricos, ou para fazer conexões de circuitos elétricos (por exemplo, interruptores, fusíveis, pára-raios, limitadores de tensão, eliminadores de onda, plugues e outros conectores, junção boxe",NULL
~X~168536,Low-voltage Protection Equipment,"electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for",NULL,Aparelhos para protecção de circuitos eléctricos <volts 1k,"aparelhos eléctricos para ligação ou protecção de circuitos eléctricos, ou para fazer conexões de circuitos elétricos (por exemplo, interruptores, relés, fusíveis, eliminadores de onda, plugues, tomadas, os suportes para lâmpadas e outros conectores, caix",NULL
~X~168537,Electrical Control Boards,"boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 85.35 or 85.36, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and nu",NULL,Painéis elétricos e painéis para proteção de circuitos elétricos,"quadros, painéis, consoles, cabinas, armários e outros suportes, equipados com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando eléctrico ou distribuição de energia eléctrica, incluindo os que incorporem instrumentos ou aparelhos do capítu",NULL
~X~168538,Electrical Power Accessories,"parts suitable for use solely or principally with the apparatus of heading 85.35, 85.36 or 85.37.",NULL,Peças para uso com aparelhos para protecção de circuitos eléctricos,"partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37.",NULL
~X~168539,Electric Filament,"electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps; arc-lamps.",NULL,Filamento elétrico,"eléctricos de incandescência ou de lâmpadas de descarga, incluindo unidades seladas e lâmpadas ultra-violeta ou infra-vermelho, arco-lâmpadas.",NULL
~X~168540,Cathode Tubes,"thermionic, cold cathode or photo-cathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray tubes, television camera tubes).",NULL,"Termiônica, cátodo frio ou fotocátodo tubos","termiónico, cátodo frio ou foto cátodo válvulas e tubos (por exemplo, vácuo, de vapor ou de válvulas de gás cheios e tubos, válvulas de vapor de mercúrio de retificação e tubos, tubos de raios catódicos, tubos de câmaras de televisão).",NULL
~X~168541,Semiconductor Devices,"diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals.",NULL,"Diodos, transistores, dispositivos semicondutores, dispositivos fotossensíveis semicondutores, incluídas as células fotovoltaicas","diodos, transistores e dispositivos semelhantes semicondutores; dispositivos fotossensíveis semicondutores, incluídas as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz; montado cristais piezo-elétricos.",NULL
~X~168542,Integrated Circuits,electronic integrated circuits.,NULL,Circuitos integrados,circuitos integrados.,NULL
~X~168543,Other Electrical Machinery,"electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter.",NULL,Máquinas e aparelhos eléctricos com funções individuais não especificados,"não máquinas e aparelhos eléctricos com função própria, especificados nem compreendidos em outras posições deste capítulo.",NULL
~X~168544,Insulated Wire,"insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with",NULL,Fio isolado; cabos de fibra óptica,"fios isolados (incluídos os envernizados ou anodizado), cabos (incluídos os co-axial cabo) e outros condutores elétricos, ou não equipados com conectores; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo reunidos com",NULL
~X~168545,Carbon-based Electronics,"carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes.",NULL,Eletrodos de carbono ou outros artigos de grafite ou de carbono utilizada para fins elétricos,"eléctrodos de carvão, escovas de carvão, carvões para lâmpadas, carbonos pilhas e outros artigos de grafite ou de carvão, com ou sem metal, dos tipos utilizados para fins elétricos.",NULL
~X~168546,Electrical Insulators,electrical insulators of any material.,NULL,Isoladores de qualquer material,isoladores de qualquer matéria.,NULL
~X~168547,Metal Insulating Fittings,"insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other",NULL,"Peças isolantes para máquinas elétricas, aparelhos ou equipamentos","peças isolantes para máquinas elétricas, aparelhos ou equipamentos, acessórios, sendo inteiramente de material isolante para além de quaisquer componentes menores de metal (por exemplo, suportes roscados) incorporadas na massa apenas para fins de montagem",NULL
~X~168548,Battery Waste,"waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators; electrical parts of machinery or apparatus, not specified or included elsewhere in this chapter.",NULL,Desperdícios e resíduos de pilhas e baterias; baterias usadas,"desperdícios e resíduos de pilhas, baterias de pilhas e de acumuladores, pilhas, baterias de pilhas e acumuladores elétricos, partes eléctricas de máquinas e aparelhos, não especificados nem compreendidos em outras posições do presente capítulo.",NULL
~X~17,Transportation,"Vehicles, Aircraft, Vessels And Associated Transport Equipment",NULL,Transporte,NULL,NULL
~X~1786,Rail Transportation,"railway or tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",NULL,"vias férreas locomotivas, material circulante e suas partes; jogos ferroviários ou bondes pista e acessórios e suas partes; mecânicos (incluídos os eletromecânicos) de equipamentos de sinalização de t","vias férreas locomotivas, material circulante e suas partes; jogos ferroviários ou bondes pista e acessórios e suas partes; mecânicos (incluídos os eletromecânicos) de equipamentos de sinalização de tráfego de todos os tipos",NULL
~X~178601,Electric Locomotives,rail locomotives powered from an external source of electricity or by electric accumulators.,NULL,Locomotivas alimentado por energia elétrica,locomotivas alimentado por uma fonte externa de eletricidade ou de acumuladores elétricos.,NULL
~X~178602,Other Locomotives,other rail locomotives; locomotive tenders.,NULL,Outras locomotivas ferroviários; tênderes,outras locomotivas ferroviários; propostas de locomotivas.,NULL
~X~178603,Self-Propelled Rail Transport,"self-propelled railway or tramway coaches, vans and trucks, other than those of heading 86.04.",NULL,"Treinadores automotor vias férreas ou semelhantes, vans e caminhões","treinadores automotor de transporte ferroviário ou eléctrico, vans e caminhões, excepto os da posição 86,04.",NULL
~X~178604,Railway Maintenance Vehicles,"railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",NULL,Férreas ou semelhantes veículos de manutenção ou serviço,"os veículos ferroviários ou bondes de manutenção ou serviço, com ou sem propulsão própria (por exemplo, oficinas, guindastes, adultera lastro, trackliners, testando ônibus e veículos de inspeção de pista).",NULL
~X~178605,Railway Passenger Cars,"railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04).",NULL,Carruagens de passageiros para transporte ferroviário,"vias férreas ônibus de passageiros, não autopropulsores; vans bagagem, vagões-postais e ferroviários outra finalidade especial ou treinadores eléctricos, não automotora (excluindo os da posição 86,04).",NULL
~X~178606,Railway Freight Cars,"railway or tramway goods vans and wagons, not self-propelled.",NULL,"Ferroviárias vagões de carga, não autopropulsados","bens de vias férreas vans e carros, e não auto-propulsão.",NULL
